"data_attributes_time","data_attributes_direction_id","data_attributes_stop_sequence","data_attributes_schedule_id","data_attributes_route_id","data_attributes_stop_id","data_attributes_trip_id"
"2019-11-18T16:26:00-05:00",0,5,"schedule-41893188-168-5",43,168,41893188
"2019-11-18T16:27:00-05:00",0,6,"schedule-41893188-11245-6",43,11245,41893188
"2019-11-18T16:28:00-05:00",0,7,"schedule-41893188-1246-7",43,1246,41893188
"2019-11-18T16:29:00-05:00",0,8,"schedule-41893188-1247-8",43,1247,41893188
"2019-11-18T16:30:00-05:00",0,9,"schedule-41893188-1248-9",43,1248,41893188
"2019-11-18T16:31:00-05:00",0,10,"schedule-41893188-1249-10",43,1249,41893188
"2019-11-18T16:32:00-05:00",0,11,"schedule-41893188-1250-11",43,1250,41893188
"2019-11-18T16:33:00-05:00",0,12,"schedule-41893188-1251-12",43,1251,41893188
"2019-11-18T16:34:00-05:00",0,13,"schedule-41893188-1252-13",43,1252,41893188
"2019-11-18T16:35:00-05:00",0,14,"schedule-41893188-1253-14",43,1253,41893188
"2019-11-18T16:36:00-05:00",0,15,"schedule-41893188-1254-15",43,1254,41893188
"2019-11-18T16:37:00-05:00",0,16,"schedule-41893188-1255-16",43,1255,41893188
"2019-11-18T16:39:00-05:00",0,17,"schedule-41893188-17863-17",43,17863,41893188
"2019-11-18T13:46:00-05:00",0,1,"schedule-41893189-10000-1",43,10000,41893189
"2019-11-18T13:47:00-05:00",0,2,"schedule-41893189-8279-2",43,8279,41893189
"2019-11-18T13:48:00-05:00",0,3,"schedule-41893189-8281-3",43,8281,41893189
"2019-11-18T13:49:00-05:00",0,4,"schedule-41893189-1242-4",43,1242,41893189
"2019-11-18T13:51:00-05:00",0,5,"schedule-41893189-168-5",43,168,41893189
"2019-11-18T13:52:00-05:00",0,6,"schedule-41893189-11245-6",43,11245,41893189
"2019-11-18T13:53:00-05:00",0,7,"schedule-41893189-1246-7",43,1246,41893189
"2019-11-18T13:54:00-05:00",0,8,"schedule-41893189-1247-8",43,1247,41893189
"2019-11-18T13:55:00-05:00",0,9,"schedule-41893189-1248-9",43,1248,41893189
"2019-11-18T13:56:00-05:00",0,10,"schedule-41893189-1249-10",43,1249,41893189
"2019-11-18T13:57:00-05:00",0,11,"schedule-41893189-1250-11",43,1250,41893189
"2019-11-18T13:57:00-05:00",0,12,"schedule-41893189-1251-12",43,1251,41893189
"2019-11-18T13:58:00-05:00",0,13,"schedule-41893189-1252-13",43,1252,41893189
"2019-11-18T13:59:00-05:00",0,14,"schedule-41893189-1253-14",43,1253,41893189
"2019-11-18T14:00:00-05:00",0,15,"schedule-41893189-1254-15",43,1254,41893189
"2019-11-18T14:01:00-05:00",0,16,"schedule-41893189-1255-16",43,1255,41893189
"2019-11-18T14:02:00-05:00",0,17,"schedule-41893189-17863-17",43,17863,41893189
"2019-11-18T12:25:00-05:00",1,1,"schedule-41893190-17863-1",43,17863,41893190
"2019-11-18T12:26:00-05:00",1,2,"schedule-41893190-1226-2",43,1226,41893190
"2019-11-18T12:27:00-05:00",1,3,"schedule-41893190-1227-3",43,1227,41893190
"2019-11-18T12:28:00-05:00",1,4,"schedule-41893190-1228-4",43,1228,41893190
"2019-11-18T12:28:00-05:00",1,5,"schedule-41893190-11228-5",43,11228,41893190
"2019-11-18T12:29:00-05:00",1,6,"schedule-41893190-1230-6",43,1230,41893190
"2019-11-18T12:29:00-05:00",1,7,"schedule-41893190-1231-7",43,1231,41893190
"2019-11-18T12:30:00-05:00",1,8,"schedule-41893190-1232-8",43,1232,41893190
"2019-11-18T12:30:00-05:00",1,9,"schedule-41893190-1233-9",43,1233,41893190
